City,Year,Capacity (kW DC) Residential (3 or fewer dwelling units per building),Project Count Residential (3 or fewer dwelling units per building),Capacity (kW DC) Other,Project Count Other,Capacity (kW DC) School (K-12),Project Count School (K-12),Capacity (kW DC) Agricultural,Project Count Agricultural,Capacity (kW DC) College / University,Project Count College / University,Capacity (kW DC) Commercial / Office,Project Count Commercial / Office,Capacity (kW DC) Municipal - K-12 School,Project Count Municipal - K-12 School,Capacity (kW DC) Municipal / Government / Public,Project Count Municipal / Government / Public,Capacity (kW DC) Retail,Project Count Retail,Capacity (kW DC) Mixed use (commercial & residential),Project Count Mixed use (commercial & residential),Capacity (kW DC) Religious,Project Count Religious,Capacity (kW DC) Industrial,Project Count Industrial,Capacity (kW DC) Multi-family residential (4 or more dwelling units per building),Project Count Multi-family residential (4 or more dwelling units per building),Capacity (kW DC) Hospital / Health Care,Project Count Hospital / Health Care,Capacity (kW DC) Restaurant / Food Service,Project Count Restaurant / Food Service,Capacity (kW DC) Federal,Project Count Federal,Capacity (kW DC) Community Solar,Project Count Community Solar,Capacity (kW DC) State,Project Count State,Capacity (kW DC) State - College/University,Project Count State - College/University,Capacity (kW DC) All,Project Count All,Capacity (kW DC) Commercial,Project Count Commercial,Capacity (kW DC) Municipal,Project Count Municipal,Capacity (kW DC) State/Fed,Project Count State/Fed,Capacity (kW DC) All Cumulative,Project Count All Cumulative,Capacity (kW DC) Residential Cumulative,Project Count Residential Cumulative,Capacity (kW DC) Multifamily Cumulative,Project Count Multifamily Cumulative,Capacity (kW DC) Mixed use Cumulative,Project Count Mixed use Cumulative,Capacity (kW DC) Commercial Cumulative,Project Count Commercial Cumulative,Capacity (kW DC) Municipal Cumulative,Project Count Municipal Cumulative,Capacity (kW DC) State/Fed Cumulative,Project Count State/Fed Cumulative,Capacity (kW DC) Industrial Cumulative,Project Count Industrial Cumulative,Capacity (kW DC) Agricultural Cumulative,Project Count Agricultural Cumulative,Capacity (kW DC) Community Solar Cumulative,Project Count Community Solar Cumulative,Capacity (kW DC) Other Cumulative,Project Count Other Cumulative
Acton,2011,51.75,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.75,8.0,0.0,0.0,0.0,0.0,0.0,0.0,479.78,27.0,103.27,22.0,9.88,1.0,0.0,0.0,0.0,0.0,366.63,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acton,2012,117.00999999999999,16.0,,,,,,,,,207.36599999999999,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,324.376,20.0,207.36599999999999,4.0,0.0,0.0,0.0,0.0,804.156,47.0,220.27999999999997,38.0,9.88,1.0,0.0,0.0,207.36599999999999,4.0,366.63,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acton,2013,177.972,36.0,,,,,,,,,42.81,3.0,,,1591.52,1.0,,,,,,,,,,,,,,,,,,,,,,,1812.302,40.0,42.81,3.0,1591.52,1.0,0.0,0.0,2616.4579999999996,87.0,398.252,74.0,9.88,1.0,0.0,0.0,250.176,7.0,1958.15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acton,2014,342.788,45.0,,,,,,,,,184.54999999999998,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,527.338,48.0,184.54999999999998,3.0,0.0,0.0,0.0,0.0,3143.796,135.0,741.04,119.0,9.88,1.0,0.0,0.0,434.726,10.0,1958.15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acton,2015,439.1,53.0,,,,,,,,,97.119,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,536.219,54.0,97.119,1.0,0.0,0.0,0.0,0.0,3680.015,189.0,1180.14,172.0,9.88,1.0,0.0,0.0,531.845,11.0,1958.15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acton,2016,720.689,87.0,,,,,,,,,118.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,838.769,88.0,118.08,1.0,0.0,0.0,0.0,0.0,4518.784,277.0,1900.829,259.0,9.88,1.0,0.0,0.0,649.925,12.0,1958.15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acton,2017,443.03,51.0,,,,,23.32,1.0,,,47.0,1.0,,,,,,,,,,,,,,,,,24.852,1.0,,,,,,,,,538.202,54.0,71.852,2.0,0.0,0.0,0.0,0.0,5056.986,331.0,2343.859,310.0,9.88,1.0,0.0,0.0,721.7769999999999,14.0,1958.15,5.0,0.0,0.0,0.0,0.0,23.32,1.0,0.0,0.0,0.0,0.0
Acton,2018,509.97,58.0,,,,,,,,,606.13,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1116.1,61.0,606.13,3.0,0.0,0.0,0.0,0.0,6173.085999999999,392.0,2853.8289999999997,368.0,9.88,1.0,0.0,0.0,1327.907,17.0,1958.15,5.0,0.0,0.0,0.0,0.0,23.32,1.0,0.0,0.0,0.0,0.0
Acton,2019,516.174,55.0,26.005,3.0,,,66.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.779,59.0,0.0,0.0,0.0,0.0,0.0,0.0,6781.865,451.0,3370.0029999999997,423.0,9.88,1.0,0.0,0.0,1327.907,17.0,1958.15,5.0,0.0,0.0,0.0,0.0,89.91999999999999,2.0,0.0,0.0,26.005,3.0
Acton,2020,434.985,51.0,,,,,,,,,,,,,,,,,,,87.21000000000001,2.0,,,,,898.56,1.0,,,,,241.74,1.0,,,,,1662.4950000000001,55.0,985.77,3.0,0.0,0.0,0.0,0.0,8444.36,506.0,3804.988,474.0,9.88,1.0,0.0,0.0,2313.6769999999997,20.0,1958.15,5.0,0.0,0.0,0.0,0.0,89.91999999999999,2.0,241.74,1.0,26.005,3.0
Acton,2021,524.46,54.0,19.2,1.0,,,,,,,24.0,1.0,,,,,,,,,,,,,,,,,,,,,4692.24,1.0,,,,,5259.9,57.0,24.0,1.0,0.0,0.0,0.0,0.0,13704.259999999998,563.0,4329.448,528.0,9.88,1.0,0.0,0.0,2337.6769999999997,21.0,1958.15,5.0,0.0,0.0,0.0,0.0,89.91999999999999,2.0,4933.98,2.0,45.205,4.0
Acton,2022,662.619,69.0,329.56,1.0,,,,,,,26.88,1.0,,,82.45,1.0,,,,,,,,,,,,,,,,,,,,,,,1101.509,72.0,26.88,1.0,82.45,1.0,0.0,0.0,14805.769,635.0,4992.067,597.0,9.88,1.0,0.0,0.0,2364.557,22.0,2040.6000000000001,6.0,0.0,0.0,0.0,0.0,89.91999999999999,2.0,4933.98,2.0,374.765,5.0
Acton,2023,637.875,59.0,231.48000000000002,9.0,,,,,,,,,,,1484.28,1.0,,,,,,,,,9.6,1.0,,,,,,,,,,,,,2363.2349999999997,70.0,0.0,0.0,1484.28,1.0,0.0,0.0,17169.004,705.0,5629.942,656.0,19.48,2.0,0.0,0.0,2364.557,22.0,3524.88,7.0,0.0,0.0,0.0,0.0,89.91999999999999,2.0,4933.98,2.0,606.245,14.0
Acushnet,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2006,3.936,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.936,1.0,3.936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.936,1.0,3.936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.936,1.0,3.936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.936,1.0,3.936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2010,5.04,1.0,,,,,,,,,,,,,40.044,2.0,,,,,,,,,,,,,,,,,,,,,,,45.083999999999996,3.0,0.0,0.0,40.044,2.0,0.0,0.0,49.019999999999996,4.0,8.975999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.044,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2011,15.18,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,64.19999999999999,6.0,24.156,4.0,0.0,0.0,0.0,0.0,0.0,0.0,40.044,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2012,58.94,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.94,9.0,0.0,0.0,0.0,0.0,0.0,0.0,123.13999999999999,15.0,83.096,13.0,0.0,0.0,0.0,0.0,0.0,0.0,40.044,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2013,111.37,15.0,,,,,,,,,1670.27,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1781.6399999999999,19.0,1670.27,4.0,0.0,0.0,0.0,0.0,1904.7799999999997,34.0,194.466,28.0,0.0,0.0,0.0,0.0,1670.27,4.0,40.044,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2014,305.79,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2210.5699999999997,75.0,500.25600000000003,69.0,0.0,0.0,0.0,0.0,1670.27,4.0,40.044,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2015,762.239,102.0,,,,,,,,,49.5,1.0,,,,,,,,,,,,,,,,,,,,,,,6.76,1.0,,,818.499,104.0,49.5,1.0,0.0,0.0,6.76,1.0,3029.0689999999995,179.0,1262.4950000000001,171.0,0.0,0.0,0.0,0.0,1719.77,5.0,40.044,2.0,6.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2016,580.485,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.485,71.0,0.0,0.0,0.0,0.0,0.0,0.0,3609.5539999999996,250.0,1842.98,242.0,0.0,0.0,0.0,0.0,1719.77,5.0,40.044,2.0,6.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acushnet,2017,298.615,37.0,55.760000000000005,2.0,,,,,,,649.88,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.255,40.0,649.88,1.0,0.0,0.0,0.0,0.0,4613.808999999999,290.0,2141.5950000000003,279.0,0.0,0.0,0.0,0.0,2369.65,6.0,40.044,2.0,6.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.760000000000005,2.0
Acushnet,2018,228.475,26.0,7.8,1.0,,,,,,,14.16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,250.435,28.0,14.16,1.0,0.0,0.0,0.0,0.0,4864.244,318.0,2370.07,305.0,0.0,0.0,0.0,0.0,2383.81,7.0,40.044,2.0,6.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.56,3.0
Acushnet,2019,261.25,30.0,37.95,4.0,,,,,,,,,,,,,30.8,1.0,,,,,,,,,,,,,,,,,,,,,330.0,35.0,30.8,1.0,0.0,0.0,0.0,0.0,5194.244,353.0,2631.32,335.0,0.0,0.0,0.0,0.0,2414.61,8.0,40.044,2.0,6.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,101.51,7.0
Acushnet,2020,394.335,41.0,,,,,,,,,,,,,,,,,2838.24,1.0,,,,,,,,,,,,,,,,,,,3232.575,42.0,0.0,0.0,0.0,0.0,0.0,0.0,8426.819,395.0,3025.655,376.0,0.0,0.0,2838.24,1.0,2414.61,8.0,40.044,2.0,6.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,101.51,7.0
Acushnet,2021,555.91,61.0,10.62,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3560.58,2.0,,,,,4127.11,64.0,0.0,0.0,0.0,0.0,0.0,0.0,12553.929,459.0,3581.565,437.0,0.0,0.0,2838.24,1.0,2414.61,8.0,40.044,2.0,6.76,1.0,0.0,0.0,0.0,0.0,3560.58,2.0,112.13000000000001,8.0
Acushnet,2022,503.405,51.0,,,133.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,714.42,1.0,,,,,1351.025,53.0,133.2,1.0,0.0,0.0,0.0,0.0,13904.954,512.0,4084.9700000000003,488.0,0.0,0.0,2838.24,1.0,2547.81,9.0,40.044,2.0,6.76,1.0,0.0,0.0,0.0,0.0,4275.0,3.0,112.13000000000001,8.0
Acushnet,2023,252.7699999999999,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.7699999999999,22.0,0.0,0.0,0.0,0.0,0.0,0.0,14157.723999999998,534.0,4337.74,510.0,0.0,0.0,2838.24,1.0,2547.81,9.0,40.044,2.0,6.76,1.0,0.0,0.0,0.0,0.0,4275.0,3.0,112.13000000000001,8.0
Adams,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2006,,,,,,,,,,,3.808,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.808,1.0,3.808,1.0,0.0,0.0,0.0,0.0,3.808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2009,1.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.358,2.0,1.55,1.0,0.0,0.0,0.0,0.0,3.808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.358,2.0,1.55,1.0,0.0,0.0,0.0,0.0,3.808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2011,,,,,,,,,,,,,,,7.05,1.0,,,,,,,,,,,,,,,,,,,,,,,7.05,1.0,0.0,0.0,7.05,1.0,0.0,0.0,12.408,3.0,1.55,1.0,0.0,0.0,0.0,0.0,3.808,1.0,7.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.408,3.0,1.55,1.0,0.0,0.0,0.0,0.0,3.808,1.0,7.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2013,14.0,2.0,,,,,,,,,1076.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.9,3.0,1076.9,1.0,0.0,0.0,0.0,0.0,1103.308,6.0,15.55,3.0,0.0,0.0,0.0,0.0,1080.708,2.0,7.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2014,77.5,14.0,,,,,,,,,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5,16.0,10.0,2.0,0.0,0.0,0.0,0.0,1190.808,22.0,93.05,17.0,0.0,0.0,0.0,0.0,1090.708,4.0,7.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adams,2015,173.535,23.0,5.225,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.32,1.0,,,,,1563.08,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2753.888,47.0,266.585,40.0,0.0,0.0,0.0,0.0,1090.708,4.0,7.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.32,1.0,5.225,1.0
Adams,2016,256.31,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.31,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3010.198,83.0,522.895,76.0,0.0,0.0,0.0,0.0,1090.708,4.0,7.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.32,1.0,5.225,1.0
Adams,2017,139.195,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.195,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3149.393,105.0,662.09,98.0,0.0,0.0,0.0,0.0,1090.708,4.0,7.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.32,1.0,5.225,1.0
Adams,2018,97.02,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.02,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3246.413,116.0,759.11,109.0,0.0,0.0,0.0,0.0,1090.708,4.0,7.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.32,1.0,5.225,1.0
Adams,2019,82.18,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.18,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3328.593,127.0,841.2900000000001,120.0,0.0,0.0,0.0,0.0,1090.708,4.0,7.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.32,1.0,5.225,1.0
Adams,2020,147.945,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.945,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3476.538,147.0,989.235,140.0,0.0,0.0,0.0,0.0,1090.708,4.0,7.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.32,1.0,5.225,1.0
Adams,2021,194.245,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.245,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3670.783,175.0,1183.48,168.0,0.0,0.0,0.0,0.0,1090.708,4.0,7.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.32,1.0,5.225,1.0
Adams,2022,175.7749999999999,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5605.6,1.0,,,,,5781.375,23.0,0.0,0.0,0.0,0.0,0.0,0.0,9452.158,198.0,1359.2549999999999,190.0,0.0,0.0,0.0,0.0,1090.708,4.0,7.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6989.92,2.0,5.225,1.0
Adams,2023,53.924,5.0,,,,,,,,,,,,,,,,,,,,,312.84,1.0,,,,,,,,,,,,,,,366.76399999999995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9818.921999999999,204.0,1413.1789999999999,195.0,0.0,0.0,0.0,0.0,1090.708,4.0,7.05,1.0,0.0,0.0,312.84,1.0,0.0,0.0,6989.92,2.0,5.225,1.0
Agawam,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agawam,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agawam,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agawam,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agawam,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agawam,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agawam,2006,2.16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,1.0,2.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agawam,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,1.0,2.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agawam,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,1.0,2.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agawam,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,1.0,2.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agawam,2010,1.632,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.632,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.792,2.0,3.792,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
