City,Year,Capacity (kW DC) Residential (3 or fewer dwelling units per building),Project Count Residential (3 or fewer dwelling units per building),Capacity (kW DC) Other,Project Count Other,Capacity (kW DC) School (K-12),Project Count School (K-12),Capacity (kW DC) Agricultural,Project Count Agricultural,Capacity (kW DC) College / University,Project Count College / University,Capacity (kW DC) Commercial / Office,Project Count Commercial / Office,Capacity (kW DC) Municipal - K-12 School,Project Count Municipal - K-12 School,Capacity (kW DC) Municipal / Government / Public,Project Count Municipal / Government / Public,Capacity (kW DC) Retail,Project Count Retail,Capacity (kW DC) Mixed use (commercial & residential),Project Count Mixed use (commercial & residential),Capacity (kW DC) Religious,Project Count Religious,Capacity (kW DC) Industrial,Project Count Industrial,Capacity (kW DC) Multi-family residential (4 or more dwelling units per building),Project Count Multi-family residential (4 or more dwelling units per building),Capacity (kW DC) Hospital / Health Care,Project Count Hospital / Health Care,Capacity (kW DC) Restaurant / Food Service,Project Count Restaurant / Food Service,Capacity (kW DC) Federal,Project Count Federal,Capacity (kW DC) Community Solar,Project Count Community Solar,Capacity (kW DC) State,Project Count State,Capacity (kW DC) State - College/University,Project Count State - College/University,Capacity (kW DC) All,Project Count All,Capacity (kW DC) Commercial,Project Count Commercial,Capacity (kW DC) Municipal,Project Count Municipal,Capacity (kW DC) State/Fed,Project Count State/Fed,Capacity (kW DC) All Cumulative,Project Count All Cumulative,Capacity (kW DC) Residential Cumulative,Project Count Residential Cumulative,Capacity (kW DC) Multifamily Cumulative,Project Count Multifamily Cumulative,Capacity (kW DC) Mixed use Cumulative,Project Count Mixed use Cumulative,Capacity (kW DC) Commercial Cumulative,Project Count Commercial Cumulative,Capacity (kW DC) Municipal Cumulative,Project Count Municipal Cumulative,Capacity (kW DC) State/Fed Cumulative,Project Count State/Fed Cumulative,Capacity (kW DC) Industrial Cumulative,Project Count Industrial Cumulative,Capacity (kW DC) Agricultural Cumulative,Project Count Agricultural Cumulative,Capacity (kW DC) Community Solar Cumulative,Project Count Community Solar Cumulative,Capacity (kW DC) Other Cumulative,Project Count Other Cumulative
Bourne,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bourne,2004,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bourne,2005,,,,,,,,,,,,,2.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.4,1.0,0.0,0.0,2.4,1.0,0.0,0.0,5.4,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bourne,2006,3.7039999999999997,2.0,,,,,,,,,,,2.04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.744,3.0,0.0,0.0,2.04,1.0,0.0,0.0,11.144,5.0,6.704,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4399999999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bourne,2007,,,,,,,,,81.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,1.0,81.0,1.0,0.0,0.0,0.0,0.0,92.144,6.0,6.704,3.0,0.0,0.0,0.0,0.0,81.0,1.0,4.4399999999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bourne,2008,,,,,,,,,8.06,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06,1.0,8.06,1.0,0.0,0.0,0.0,0.0,100.20400000000001,7.0,6.704,3.0,0.0,0.0,0.0,0.0,89.06,2.0,4.4399999999999995,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bourne,2009,9.416,2.0,,,,,,,,,,,,,,,,,,,,,99.54,1.0,,,,,,,,,,,,,,,108.956,3.0,0.0,0.0,0.0,0.0,0.0,0.0,209.16000000000003,10.0,16.12,5.0,0.0,0.0,0.0,0.0,89.06,2.0,4.4399999999999995,2.0,0.0,0.0,99.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bourne,2010,15.364999999999998,3.0,,,,,,,,,,,142.56,1.0,27.6,1.0,,,,,,,27.675,1.0,,,,,,,,,,,,,,,213.2,6.0,0.0,0.0,170.16,2.0,0.0,0.0,422.36,16.0,31.485,8.0,0.0,0.0,0.0,0.0,89.06,2.0,174.6,4.0,0.0,0.0,127.215,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Bourne,2011,53.257,11.0,,,,,,,,,28.91,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,82.167,14.0,28.91,3.0,0.0,0.0,0.0,0.0,504.52700000000004,30.0,84.74199999999999,19.0,0.0,0.0,0.0,0.0,117.97,5.0,174.6,4.0,0.0,0.0,127.215,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Bourne,2012,84.205,15.0,,,,,,,,,252.297,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,336.502,19.0,252.297,4.0,0.0,0.0,0.0,0.0,841.029,49.0,168.947,34.0,0.0,0.0,0.0,0.0,370.267,9.0,174.6,4.0,0.0,0.0,127.215,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Bourne,2013,115.91,18.0,,,,,,,,,19.89,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,135.8,20.0,19.89,2.0,0.0,0.0,0.0,0.0,976.829,69.0,284.85699999999997,52.0,0.0,0.0,0.0,0.0,390.157,11.0,174.6,4.0,0.0,0.0,127.215,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Bourne,2014,342.517,50.0,34.72,1.0,,,,,,,453.96799999999996,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,831.2049999999999,55.0,453.96799999999996,4.0,0.0,0.0,0.0,0.0,1808.0339999999999,124.0,627.374,102.0,0.0,0.0,0.0,0.0,844.125,15.0,174.6,4.0,0.0,0.0,127.215,2.0,0.0,0.0,0.0,0.0,34.72,1.0
Bourne,2015,849.385,131.0,1300.0,1.0,,,,,103.0,1.0,131.961,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2384.3460000000005,136.0,234.961,4.0,0.0,0.0,0.0,0.0,4192.38,260.0,1476.759,233.0,0.0,0.0,0.0,0.0,1079.086,19.0,174.6,4.0,0.0,0.0,127.215,2.0,0.0,0.0,0.0,0.0,1334.72,2.0
Bourne,2016,1260.852,183.0,194.04,1.0,,,,,,,79.479,3.0,,,,,,,,,,,,,,,,,,,,,147.915,1.0,,,,,1682.286,188.0,79.479,3.0,0.0,0.0,0.0,0.0,5874.666,448.0,2737.611,416.0,0.0,0.0,0.0,0.0,1158.565,22.0,174.6,4.0,0.0,0.0,127.215,2.0,0.0,0.0,147.915,1.0,1528.76,3.0
Bourne,2017,422.49,53.0,,,,,,,,,121.87,5.0,663.3,1.0,649.955,1.0,,,,,13.25,1.0,,,,,,,,,,,,,,,,,1870.865,61.0,135.12,6.0,1313.255,2.0,0.0,0.0,7745.531,509.0,3160.101,469.0,0.0,0.0,0.0,0.0,1293.685,28.0,1487.855,6.0,0.0,0.0,127.215,2.0,0.0,0.0,147.915,1.0,1528.76,3.0
Bourne,2018,343.32,42.0,,,,,,,,,268.84999999999997,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,612.17,47.0,268.84999999999997,5.0,0.0,0.0,0.0,0.0,8357.701000000001,556.0,3503.4210000000003,511.0,0.0,0.0,0.0,0.0,1562.5349999999999,33.0,1487.855,6.0,0.0,0.0,127.215,2.0,0.0,0.0,147.915,1.0,1528.76,3.0
Bourne,2019,424.68,49.0,28.0,6.0,,,,,,,26.465,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,479.145,57.0,26.465,2.0,0.0,0.0,0.0,0.0,8836.846,613.0,3928.101,560.0,0.0,0.0,0.0,0.0,1589.0,35.0,1487.855,6.0,0.0,0.0,127.215,2.0,0.0,0.0,147.915,1.0,1556.76,9.0
Bourne,2020,407.875,51.0,,,,,,,,,158.03,2.0,,,,,57.67,1.0,,,,,,,,,,,,,,,,,,,,,623.575,54.0,215.7,3.0,0.0,0.0,0.0,0.0,9460.421,667.0,4335.976000000001,611.0,0.0,0.0,0.0,0.0,1804.6999999999998,38.0,1487.855,6.0,0.0,0.0,127.215,2.0,0.0,0.0,147.915,1.0,1556.76,9.0
Bourne,2021,387.77,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.77,47.0,0.0,0.0,0.0,0.0,0.0,0.0,9848.191,714.0,4723.746,658.0,0.0,0.0,0.0,0.0,1804.6999999999998,38.0,1487.855,6.0,0.0,0.0,127.215,2.0,0.0,0.0,147.915,1.0,1556.76,9.0
Bourne,2022,626.685,67.0,95.005,2.0,,,,,,,,,,,,,32.64,1.0,,,,,,,,,,,,,,,,,,,,,754.3299999999999,70.0,32.64,1.0,0.0,0.0,0.0,0.0,10602.521,784.0,5350.4310000000005,725.0,0.0,0.0,0.0,0.0,1837.34,39.0,1487.855,6.0,0.0,0.0,127.215,2.0,0.0,0.0,147.915,1.0,1651.765,11.0
Bourne,2023,573.385,57.0,,,,,,,,,22.4,1.0,,,,,,,,,,,,,14.4,1.0,,,,,,,,,,,,,610.185,59.0,22.4,1.0,0.0,0.0,0.0,0.0,11212.706,843.0,5923.816,782.0,14.4,1.0,0.0,0.0,1859.74,40.0,1487.855,6.0,0.0,0.0,127.215,2.0,0.0,0.0,147.915,1.0,1651.765,11.0
Boxborough,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2014,9.66,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.66,1.0,9.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2015,79.548,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.548,11.0,0.0,0.0,0.0,0.0,0.0,0.0,89.208,12.0,89.208,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2016,88.416,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.416,11.0,0.0,0.0,0.0,0.0,0.0,0.0,177.624,23.0,177.624,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2017,25.439999999999998,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.439999999999998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,203.064,26.0,203.064,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2018,35.57,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57,5.0,0.0,0.0,0.0,0.0,0.0,0.0,238.634,31.0,238.634,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxborough,2019,,,5019.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5019.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5257.934,32.0,238.634,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5019.3,1.0
Boxborough,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5257.934,32.0,238.634,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5019.3,1.0
Boxborough,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5257.934,32.0,238.634,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5019.3,1.0
Boxborough,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5257.934,32.0,238.634,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5019.3,1.0
Boxborough,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5257.934,32.0,238.634,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5019.3,1.0
Boxford,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxford,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxford,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxford,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxford,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxford,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxford,2006,2.53,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,1.0,2.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxford,2007,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.529999999999999,2.0,7.529999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxford,2008,2.52,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.049999999999999,3.0,10.049999999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxford,2009,6.2,1.0,,,,,,,,,,,2.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,0.0,0.0,2.8,1.0,0.0,0.0,19.049999999999997,5.0,16.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boxford,2010,,,,,,,5.46,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.509999999999998,6.0,16.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.0,0.0,0.0,0.0,0.0,5.46,1.0,0.0,0.0,0.0,0.0
Boxford,2011,35.730000000000004,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.730000000000004,3.0,0.0,0.0,0.0,0.0,0.0,0.0,60.24,9.0,51.980000000000004,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.0,0.0,0.0,0.0,0.0,5.46,1.0,0.0,0.0,0.0,0.0
Boxford,2012,5.28,1.0,,,,,,,,,8.33,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.61,2.0,8.33,1.0,0.0,0.0,0.0,0.0,73.85,11.0,57.260000000000005,8.0,0.0,0.0,0.0,0.0,8.33,1.0,2.8,1.0,0.0,0.0,0.0,0.0,5.46,1.0,0.0,0.0,0.0,0.0
Boxford,2013,31.729999999999997,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.729999999999997,4.0,0.0,0.0,0.0,0.0,0.0,0.0,105.58,15.0,88.99000000000001,12.0,0.0,0.0,0.0,0.0,8.33,1.0,2.8,1.0,0.0,0.0,0.0,0.0,5.46,1.0,0.0,0.0,0.0,0.0
Boxford,2014,66.28999999999999,7.0,,,,,7.848,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.13799999999999,8.0,0.0,0.0,0.0,0.0,0.0,0.0,179.718,23.0,155.28,19.0,0.0,0.0,0.0,0.0,8.33,1.0,2.8,1.0,0.0,0.0,0.0,0.0,13.308,2.0,0.0,0.0,0.0,0.0
Boxford,2015,211.685,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.685,23.0,0.0,0.0,0.0,0.0,0.0,0.0,391.403,46.0,366.96500000000003,42.0,0.0,0.0,0.0,0.0,8.33,1.0,2.8,1.0,0.0,0.0,0.0,0.0,13.308,2.0,0.0,0.0,0.0,0.0
Boxford,2016,280.034,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.034,33.0,0.0,0.0,0.0,0.0,0.0,0.0,671.437,79.0,646.999,75.0,0.0,0.0,0.0,0.0,8.33,1.0,2.8,1.0,0.0,0.0,0.0,0.0,13.308,2.0,0.0,0.0,0.0,0.0
Boxford,2017,181.84,17.0,,,,,,,,,,,,,,,,,912.87,1.0,,,,,,,,,,,,,,,,,,,1094.71,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1766.147,97.0,828.839,92.0,0.0,0.0,912.87,1.0,8.33,1.0,2.8,1.0,0.0,0.0,0.0,0.0,13.308,2.0,0.0,0.0,0.0,0.0
Boxford,2018,138.42,13.0,,,,,40.89,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.31,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.4569999999999,111.0,967.259,105.0,0.0,0.0,912.87,1.0,8.33,1.0,2.8,1.0,0.0,0.0,0.0,0.0,54.198,3.0,0.0,0.0,0.0,0.0
Boxford,2019,121.61,11.0,51.56,5.0,,,20.52,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.69000000000003,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2139.147,128.0,1088.869,116.0,0.0,0.0,912.87,1.0,8.33,1.0,2.8,1.0,0.0,0.0,0.0,0.0,74.718,4.0,0.0,0.0,51.56,5.0
Boxford,2020,153.865,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.865,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2293.012,142.0,1242.734,130.0,0.0,0.0,912.87,1.0,8.33,1.0,2.8,1.0,0.0,0.0,0.0,0.0,74.718,4.0,0.0,0.0,51.56,5.0
Boxford,2021,197.715,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.715,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2490.727,155.0,1440.449,143.0,0.0,0.0,912.87,1.0,8.33,1.0,2.8,1.0,0.0,0.0,0.0,0.0,74.718,4.0,0.0,0.0,51.56,5.0
Boxford,2022,101.719,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.719,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2592.446,163.0,1542.1680000000001,151.0,0.0,0.0,912.87,1.0,8.33,1.0,2.8,1.0,0.0,0.0,0.0,0.0,74.718,4.0,0.0,0.0,51.56,5.0
Boxford,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2592.446,163.0,1542.1680000000001,151.0,0.0,0.0,912.87,1.0,8.33,1.0,2.8,1.0,0.0,0.0,0.0,0.0,74.718,4.0,0.0,0.0,51.56,5.0
Boylston,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boylston,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boylston,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boylston,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
