,City,Year,Capacity (kW DC) Agricultural,Capacity (kW DC) All,Capacity (kW DC) College / University,Capacity (kW DC) Commercial / Office,Capacity (kW DC) Community Solar,Capacity (kW DC) Federal,Capacity (kW DC) Hospital / Health Care,Capacity (kW DC) Industrial,Capacity (kW DC) Mixed Use,Capacity (kW DC) Multi-family residential,Capacity (kW DC) Municipal - K-12 School,Capacity (kW DC) Municipal / Government / Public,Capacity (kW DC) Non-Profit,Capacity (kW DC) Other,Capacity (kW DC) Religious,Capacity (kW DC) Residential,Capacity (kW DC) Restaurant / Food Service,Capacity (kW DC) Retail,Capacity (kW DC) School (K-12),Capacity (kW DC) State,Capacity (kW DC) State - College/University,Capacity (kW DC) Unknown,Project Count Agricultural,Project Count All,Project Count College / University,Project Count Commercial / Office,Project Count Community Solar,Project Count Federal,Project Count Hospital / Health Care,Project Count Industrial,Project Count Mixed Use,Project Count Multi-family residential,Project Count Municipal - K-12 School,Project Count Municipal / Government / Public,Project Count Non-Profit,Project Count Other,Project Count Religious,Project Count Residential,Project Count Restaurant / Food Service,Project Count Retail,Project Count School (K-12),Project Count State,Project Count State - College/University,Project Count Unknown,Cumulative Capacity (kW DC) Agricultural,Cumulative Capacity (kW DC) All,Cumulative Capacity (kW DC) College / University,Cumulative Capacity (kW DC) Commercial / Office,Cumulative Capacity (kW DC) Community Solar,Cumulative Capacity (kW DC) Federal,Cumulative Capacity (kW DC) Hospital / Health Care,Cumulative Capacity (kW DC) Industrial,Cumulative Capacity (kW DC) Mixed Use,Cumulative Capacity (kW DC) Multi-family residential,Cumulative Capacity (kW DC) Municipal - K-12 School,Cumulative Capacity (kW DC) Municipal / Government / Public,Cumulative Capacity (kW DC) Non-Profit,Cumulative Capacity (kW DC) Other,Cumulative Capacity (kW DC) Religious,Cumulative Capacity (kW DC) Residential,Cumulative Capacity (kW DC) Restaurant / Food Service,Cumulative Capacity (kW DC) Retail,Cumulative Capacity (kW DC) School (K-12),Cumulative Capacity (kW DC) State,Cumulative Capacity (kW DC) State - College/University,Cumulative Capacity (kW DC) Unknown,Cumulative Project Count Agricultural,Cumulative Project Count All,Cumulative Project Count College / University,Cumulative Project Count Commercial / Office,Cumulative Project Count Community Solar,Cumulative Project Count Federal,Cumulative Project Count Hospital / Health Care,Cumulative Project Count Industrial,Cumulative Project Count Mixed Use,Cumulative Project Count Multi-family residential,Cumulative Project Count Municipal - K-12 School,Cumulative Project Count Municipal / Government / Public,Cumulative Project Count Non-Profit,Cumulative Project Count Other,Cumulative Project Count Religious,Cumulative Project Count Residential,Cumulative Project Count Restaurant / Food Service,Cumulative Project Count Retail,Cumulative Project Count School (K-12),Cumulative Project Count State,Cumulative Project Count State - College/University,Cumulative Project Count Unknown,Capacity (kW DC) Commercial,Capacity (kW DC) Municipal,Project Count Commercial,Project Count Municipal,Cumulative Capacity (kW DC) Commercial,Cumulative Project Count Commercial,Cumulative Project Count Municipal,Cumulative Capacity (kW DC) Municipal,TPO Count N,TPO Count Y,Cumulative TPO Count N,Cumulative TPO Count Y,pct res TPO cum
978,Brookline,2013,,87.41,,,,,,,,,,,,,,87.41,,,,,,,,15.0,,,,,,,,,,,,,,15.0,,,,,,,,294.06,,26.049999999999997,,,21.0,,,,,,,,,247.01,,,,,,,,54.0,,4.0,,,1.0,,,,,,,,,49.0,,,,,,,0.0,0.0,0.0,0.0,47.05,5.0,0.0,0.0,7.0,8.0,29.0,20.0,40.816326530612244
979,Brookline,2014,,274.029,,,47.09,,,,,,,,,,,226.939,,,,,,,,44.0,,,2.0,,,,,,,,,,,42.0,,,,,,,,568.0889999999999,,26.049999999999997,47.09,,21.0,,,,,,,,,473.94899999999996,,,,,,,,98.0,,4.0,2.0,,1.0,,,,,,,,,91.0,,,,,,,0.0,0.0,0.0,0.0,47.05,5.0,0.0,0.0,39.0,3.0,68.0,23.0,25.274725274725274
980,Brookline,2015,,162.597,,,,,,,,18.63,,,,,,143.967,,,,,,,,30.0,,,,,,,,1.0,,,,,,29.0,,,,,,,,730.6859999999999,,26.049999999999997,47.09,,21.0,,,18.63,,,,,,617.9159999999999,,,,,,,,128.0,,4.0,2.0,,1.0,,,1.0,,,,,,120.0,,,,,,,0.0,0.0,0.0,0.0,47.05,5.0,0.0,0.0,22.0,7.0,90.0,30.0,25.0
981,Brookline,2016,,184.382,,,,,,,,,,,,24.14,,160.242,,,,,,,,28.0,,,,,,,,,,,,1.0,,27.0,,,,,,,,915.068,,26.049999999999997,47.09,,21.0,,,18.63,,,,24.14,,778.158,,,,,,,,156.0,,4.0,2.0,,1.0,,,1.0,,,,1.0,,147.0,,,,,,,0.0,0.0,0.0,0.0,47.05,5.0,0.0,0.0,17.0,10.0,107.0,40.0,27.210884353741495
982,Brookline,2017,,168.37,,35.2,,,,,,,,,,,,133.17,,,,,,,,18.0,,1.0,,,,,,,,,,,,17.0,,,,,,,,1083.438,,61.25,47.09,,21.0,,,18.63,,,,24.14,,911.328,,,,,,,,174.0,,5.0,2.0,,1.0,,,1.0,,,,1.0,,164.0,,,,,,,35.2,0.0,1.0,0.0,82.25,6.0,0.0,0.0,13.0,4.0,120.0,44.0,26.829268292682926
983,Brookline,2018,,134.59,,,,,,,,,,,,,,134.59,,,,,,,,16.0,,,,,,,,,,,,,,16.0,,,,,,,,1218.0279999999998,,61.25,47.09,,21.0,,,18.63,,,,24.14,,1045.918,,,,,,,,190.0,,5.0,2.0,,1.0,,,1.0,,,,1.0,,180.0,,,,,,,0.0,0.0,0.0,0.0,82.25,6.0,0.0,0.0,15.0,1.0,135.0,45.0,25.0
984,Brookline,2019,,159.725,,,,,,,,,,,,19.25,,140.475,,,,,,,,15.0,,,,,,,,,,,,2.0,,13.0,,,,,,,,1377.7530000000002,,61.25,47.09,,21.0,,,18.63,,,,43.39,,1186.393,,,,,,,,205.0,,5.0,2.0,,1.0,,,1.0,,,,3.0,,193.0,,,,,,,0.0,0.0,0.0,0.0,82.25,6.0,0.0,0.0,13.0,,148.0,45.0,23.316062176165804
985,Brookline,2020,,168.81,,,,,,,,,,,,,,168.81,,,,,,,,21.0,,,,,,,,,,,,,,21.0,,,,,,,,1546.563,,61.25,47.09,,21.0,,,18.63,,,,43.39,,1355.203,,,,,,,,226.0,,5.0,2.0,,1.0,,,1.0,,,,3.0,,214.0,,,,,,,0.0,0.0,0.0,0.0,82.25,6.0,0.0,0.0,17.0,4.0,165.0,49.0,22.897196261682243
986,Brookline,2021,,276.25,,,,,,,,,,,,,,276.25,,,,,,,,28.0,,,,,,,,,,,,,,28.0,,,,,,,,1822.813,,61.25,47.09,,21.0,,,18.63,,,,43.39,,1631.453,,,,,,,,254.0,,5.0,2.0,,1.0,,,1.0,,,,3.0,,242.0,,,,,,,0.0,0.0,0.0,0.0,82.25,6.0,0.0,0.0,23.0,5.0,188.0,54.0,22.31404958677686
987,Brookline,2022,,737.798,,,,,,,,,142.2,,,,,178.083,,,417.515,,,,,24.0,,,,,,,,,1.0,,,,,21.0,,,2.0,,,,,2560.611,,61.25,47.09,,21.0,,,18.63,142.2,,,43.39,,1809.536,,,417.515,,,,,278.0,,5.0,2.0,,1.0,,,1.0,1.0,,,3.0,,263.0,,,2.0,,,,417.515,142.2,2.0,1.0,499.765,8.0,1.0,142.2,16.0,5.0,204.0,59.0,22.433460076045627
988,Brookline,2023,,766.2950000000001,,,,,,,,17.22,,573.21,,,,152.445,,,,,,23.42,,23.0,,,,,,,,1.0,,2.0,,,,17.0,,,,,,3.0,,3326.906,,61.25,47.09,,21.0,,,35.849999999999994,142.2,573.21,,43.39,,1961.981,,,417.515,,,23.42,,301.0,,5.0,2.0,,1.0,,,2.0,1.0,2.0,,3.0,,280.0,,,2.0,,,3.0,0.0,573.21,0.0,2.0,499.765,8.0,3.0,715.4100000000001,11.0,2.0,215.0,61.0,21.785714285714285
989,Brookline,2024,,414.40999999999997,,,,,,,,41.31,,,,,,48.2,,,276.0,,,48.9,,11.0,,,,,,,,1.0,,,,,,4.0,,,1.0,,,5.0,,3741.3160000000003,,61.25,47.09,,21.0,,,77.16,142.2,573.21,,43.39,,2010.181,,,693.515,,,72.32,,312.0,,5.0,2.0,,1.0,,,3.0,1.0,2.0,,3.0,,284.0,,,3.0,,,8.0,276.0,0.0,1.0,0.0,775.765,9.0,3.0,715.4100000000001,1.0,1.0,216.0,62.0,21.830985915492956
990,Brookline,2025,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,3741.3160000000003,,61.25,47.09,,21.0,,,77.16,142.2,573.21,,43.39,,2010.181,,,693.515,,,72.32,,312.0,,5.0,2.0,,1.0,,,3.0,1.0,2.0,,3.0,,284.0,,,3.0,,,8.0,0.0,0.0,0.0,0.0,775.765,9.0,3.0,715.4100000000001,,,216.0,62.0,21.830985915492956
991,Brookline,2026,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,3741.3160000000003,,61.25,47.09,,21.0,,,77.16,142.2,573.21,,43.39,,2010.181,,,693.515,,,72.32,,312.0,,5.0,2.0,,1.0,,,3.0,1.0,2.0,,3.0,,284.0,,,3.0,,,8.0,0.0,0.0,0.0,0.0,775.765,9.0,3.0,715.4100000000001,,,,,
992,Buckland,2004,,2.22,,,,,,,,,,,,,,2.22,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,2.22,,,,,,,,,,,,,,2.22,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0
993,Buckland,2005,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,2.22,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
994,Buckland,2006,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,2.22,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
995,Buckland,2007,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,2.22,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
996,Buckland,2008,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,2.22,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
997,Buckland,2009,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,2.22,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
998,Buckland,2010,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,2.22,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0
999,Buckland,2011,,6.21,,,,,,,,,,,,,,6.21,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,8.43,,,,,,,,,,,,,,8.43,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2.0,0.0,0.0
1000,Buckland,2012,,23.6,,,,,,,,,,,,,,23.6,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,,32.03,,,,,,,,,,,,,,32.03,,,,,,,,6.0,,,,,,,,,,,,,,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,1.0,16.666666666666668
1001,Buckland,2013,,9.995,,,,,,,,,,,,,,9.995,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,42.025,,,,,,,,,,,,,,42.025,,,,,,,,7.0,,,,,,,,,,,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,6.0,1.0,14.285714285714286
1002,Buckland,2014,,21.560000000000002,,,,,,,,,,,,,,21.560000000000002,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,63.585,,,,,,,,,,,,,,63.585,,,,,,,,9.0,,,,,,,,,,,,,,9.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0,22.22222222222222
1003,Buckland,2015,,65.695,,,,,,,,,,,,,,65.695,,,,,,,,11.0,,,,,,,,,,,,,,11.0,,,,,,,,129.28,,,,,,,,,,,,,,129.28,,,,,,,,20.0,,,,,,,,,,,,,,20.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,17.0,3.0,15.0
1004,Buckland,2016,,238.286,,23.544,,,,,,,,,,,,214.742,,,,,,,,31.0,,1.0,,,,,,,,,,,,30.0,,,,,,,,367.566,,23.544,,,,,,,,,,,,344.022,,,,,,,,51.0,,1.0,,,,,,,,,,,,50.0,,,,,,,23.544,0.0,1.0,0.0,23.544,1.0,0.0,0.0,27.0,3.0,44.0,6.0,12.0
1005,Buckland,2017,,41.295,,,,,,,,,,,,,,41.295,,,,,,,,6.0,,,,,,,,,,,,,,6.0,,,,,,,,408.861,,23.544,,,,,,,,,,,,385.317,,,,,,,,57.0,,1.0,,,,,,,,,,,,56.0,,,,,,,0.0,0.0,0.0,0.0,23.544,1.0,0.0,0.0,5.0,1.0,49.0,7.0,12.5
1006,Buckland,2018,,76.65599999999999,,,,,,,,,,,,,,76.65599999999999,,,,,,,,11.0,,,,,,,,,,,,,,11.0,,,,,,,,485.51699999999994,,23.544,,,,,,,,,,,,461.97299999999996,,,,,,,,68.0,,1.0,,,,,,,,,,,,67.0,,,,,,,0.0,0.0,0.0,0.0,23.544,1.0,0.0,0.0,10.0,1.0,59.0,8.0,11.940298507462687
1007,Buckland,2019,,59.821,,,,,,,,,,,,,,59.821,,,,,,,,6.0,,,,,,,,,,,,,,6.0,,,,,,,,545.338,,23.544,,,,,,,,,,,,521.794,,,,,,,,74.0,,1.0,,,,,,,,,,,,73.0,,,,,,,0.0,0.0,0.0,0.0,23.544,1.0,0.0,0.0,5.0,1.0,64.0,9.0,12.32876712328767
1008,Buckland,2020,,45.875,,,,,,,,,,,,,,45.875,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,,,,591.213,,23.544,,,,,,,,,,,,567.669,,,,,,,,78.0,,1.0,,,,,,,,,,,,77.0,,,,,,,0.0,0.0,0.0,0.0,23.544,1.0,0.0,0.0,4.0,,68.0,9.0,11.688311688311689
1009,Buckland,2021,10.95,92.48,,,,,,,,,,,,23.8,,57.730000000000004,,,,,,,1.0,8.0,,,,,,,,,,,,1.0,,6.0,,,,,,,10.95,683.693,,23.544,,,,,,,,,,23.8,,625.399,,,,,,,1.0,86.0,,1.0,,,,,,,,,,1.0,,83.0,,,,,,,0.0,0.0,0.0,0.0,23.544,1.0,0.0,0.0,5.0,1.0,73.0,10.0,12.048192771084338
1010,Buckland,2022,,15.24,,,,,,,,,,,,,,15.24,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,10.95,698.933,,23.544,,,,,,,,,,23.8,,640.639,,,,,,,1.0,88.0,,1.0,,,,,,,,,,1.0,,85.0,,,,,,,0.0,0.0,0.0,0.0,23.544,1.0,0.0,0.0,1.0,1.0,74.0,11.0,12.941176470588236
1011,Buckland,2023,,61.349999999999994,,,,,,,,,,,,,,9.36,,,,,,51.989999999999995,,5.0,,,,,,,,,,,,,,1.0,,,,,,4.0,10.95,760.283,,23.544,,,,,,,,,,23.8,,649.999,,,,,,51.989999999999995,1.0,93.0,,1.0,,,,,,,,,,1.0,,86.0,,,,,,4.0,0.0,0.0,0.0,0.0,23.544,1.0,0.0,0.0,1.0,,75.0,11.0,12.790697674418604
1012,Buckland,2024,,82.85,,,,,,,26.73,,,,,9.72,,18.2,,,,,,28.200000000000003,,7.0,,,,,,,1.0,,,,,1.0,,2.0,,,,,,3.0,10.95,843.133,,23.544,,,,,26.73,,,,,33.52,,668.199,,,,,,80.19,1.0,100.0,,1.0,,,,,1.0,,,,,2.0,,88.0,,,,,,7.0,0.0,0.0,0.0,0.0,23.544,1.0,0.0,0.0,,,75.0,11.0,12.5
1013,Buckland,2025,,37.5,,,,,,,,,,37.5,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,10.95,880.633,,23.544,,,,,26.73,,,37.5,,33.52,,668.199,,,,,,80.19,1.0,101.0,,1.0,,,,,1.0,,,1.0,,2.0,,88.0,,,,,,7.0,0.0,37.5,0.0,1.0,23.544,1.0,1.0,37.5,,,75.0,11.0,12.5
1014,Buckland,2026,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,10.95,880.633,,23.544,,,,,26.73,,,37.5,,33.52,,668.199,,,,,,80.19,1.0,101.0,,1.0,,,,,1.0,,,1.0,,2.0,,88.0,,,,,,7.0,0.0,0.0,0.0,0.0,23.544,1.0,1.0,37.5,,,,,
1015,Burlington,2004,,12.0,,,,,,,,,,,,,,,,12.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,12.0,,,,,,,,,,,,,,,,12.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,12.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,,,,,
1016,Burlington,2005,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,12.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,,,,,
1017,Burlington,2006,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,12.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,,,,,
1018,Burlington,2007,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,12.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,,,,,
1019,Burlington,2008,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,12.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,,,,,
1020,Burlington,2009,,5.148,,,,,,,,,,,,,,5.148,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,17.148,,,,,,,,,,,,,,5.148,,12.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0
1021,Burlington,2010,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,17.148,,,,,,,,,,,,,,5.148,,12.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,,,1.0,0.0,0.0
1022,Burlington,2011,,32.96,,,,,,,,,,,,,,32.96,,,,,,,,5.0,,,,,,,,,,,,,,5.0,,,,,,,,50.108000000000004,,,,,,,,,,,,,,38.108000000000004,,12.0,,,,,,7.0,,,,,,,,,,,,,,6.0,,1.0,,,,,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,2.0,4.0,2.0,33.333333333333336
1023,Burlington,2012,,93.853,,7.52,,,,,,,,,,,,86.333,,,,,,,,16.0,,1.0,,,,,,,,,,,,15.0,,,,,,,,143.961,,7.52,,,,,,,,,,,,124.441,,12.0,,,,,,23.0,,1.0,,,,,,,,,,,,21.0,,1.0,,,,,7.52,0.0,1.0,0.0,19.52,2.0,0.0,0.0,3.0,12.0,7.0,14.0,66.66666666666667
1024,Burlington,2013,,668.727,,372.84,,,,,,,,,,,,295.887,,,,,,,,55.0,,3.0,,,,,,,,,,,,52.0,,,,,,,,812.6879999999999,,380.35999999999996,,,,,,,,,,,,420.328,,12.0,,,,,,78.0,,4.0,,,,,,,,,,,,73.0,,1.0,,,,,372.84,0.0,3.0,0.0,392.35999999999996,5.0,0.0,0.0,5.0,47.0,12.0,61.0,83.56164383561644
1025,Burlington,2014,,1175.862,,523.545,,,,,,,,,,,,362.567,,289.75,,,,,,57.0,,1.0,,,,,,,,,,,,55.0,,1.0,,,,,,1988.55,,903.905,,,,,,,,,,,,782.895,,301.75,,,,,,135.0,,5.0,,,,,,,,,,,,128.0,,2.0,,,,,813.295,0.0,2.0,0.0,1205.655,7.0,0.0,0.0,16.0,39.0,28.0,100.0,78.125
1026,Burlington,2015,,1260.193,,607.16,,,,,,,,,,,,653.033,,,,,,,,93.0,,2.0,,,,,,,,,,,,91.0,,,,,,,,3248.743,,1511.0649999999998,,,,,,,,,,,,1435.928,,301.75,,,,,,228.0,,7.0,,,,,,,,,,,,219.0,,2.0,,,,,607.16,0.0,2.0,0.0,1812.8149999999998,9.0,0.0,0.0,23.0,68.0,51.0,168.0,76.71232876712328
1027,Burlington,2016,,731.922,,105.0,,,,,,,,,,,,626.922,,,,,,,,77.0,,1.0,,,,,,,,,,,,76.0,,,,,,,,3980.665,,1616.0649999999998,,,,,,,,,,,,2062.8500000000004,,301.75,,,,,,305.0,,8.0,,,,,,,,,,,,295.0,,2.0,,,,,105.0,0.0,1.0,0.0,1917.8149999999998,10.0,0.0,0.0,14.0,62.0,65.0,230.0,77.96610169491525
1028,Burlington,2017,,928.028,,213.02,,,,,,,237.608,,,,,477.4,,,,,,,,65.0,,2.0,,,,,,,1.0,,,,,62.0,,,,,,,,4908.692999999999,,1829.0849999999998,,,,,,,237.608,,,,,2540.25,,301.75,,,,,,370.0,,10.0,,,,,,,1.0,,,,,357.0,,2.0,,,,,213.02,237.608,2.0,1.0,2130.835,12.0,1.0,237.608,22.0,40.0,87.0,270.0,75.63025210084034
1029,Burlington,2018,,1213.532,,23.4,,,,,,,766.26,,,8.125,31.2,384.547,,,,,,,,52.0,,1.0,,,,,,,1.0,,,1.0,1.0,48.0,,,,,,,,6122.225,,1852.485,,,,,,,1003.8679999999999,,,8.125,31.2,2924.797,,301.75,,,,,,422.0,,11.0,,,,,,,2.0,,,1.0,1.0,405.0,,2.0,,,,,54.599999999999994,766.26,2.0,1.0,2185.4349999999995,14.0,2.0,1003.8679999999999,31.0,17.0,118.0,287.0,70.8641975308642
1030,Burlington,2019,,532.909,,,,,,,,,,,,12.870000000000001,,512.759,,,,,,7.28,,60.0,,,,,,,,,,,,2.0,,57.0,,,,,,1.0,,6655.134,,1852.485,,,,,,,1003.8679999999999,,,20.995,31.2,3437.556,,301.75,,,,7.28,,482.0,,11.0,,,,,,,2.0,,,3.0,1.0,462.0,,2.0,,,,1.0,0.0,0.0,0.0,0.0,2185.4349999999995,14.0,2.0,1003.8679999999999,29.0,28.0,147.0,315.0,68.18181818181819
1031,Burlington,2020,,368.115,,55.86,,,,,,,,,,90.48,,221.775,,,,,,,,27.0,,1.0,,,,,,,,,,1.0,,25.0,,,,,,,,7023.249,,1908.3449999999998,,,,,,,1003.8679999999999,,,111.47500000000001,31.2,3659.331,,301.75,,,,7.28,,509.0,,12.0,,,,,,,2.0,,,4.0,1.0,487.0,,2.0,,,,1.0,55.86,0.0,1.0,0.0,2241.2949999999996,15.0,2.0,1003.8679999999999,16.0,9.0,163.0,324.0,66.52977412731006
1032,Burlington,2021,,894.8789999999999,,,,,,291.905,,,,,,52.7,,550.274,,,,,,,,58.0,,,,,,1.0,,,,,,1.0,,56.0,,,,,,,,7918.128000000001,,1908.3449999999998,,,,291.905,,,1003.8679999999999,,,164.175,31.2,4209.6050000000005,,301.75,,,,7.28,,567.0,,12.0,,,,1.0,,,2.0,,,5.0,1.0,543.0,,2.0,,,,1.0,0.0,0.0,0.0,0.0,2241.2949999999996,15.0,2.0,1003.8679999999999,32.0,24.0,195.0,348.0,64.08839779005525
1033,Burlington,2022,,1054.0349999999999,,,,,,,,15.4,,,,,,1000.635,,,,,,38.0,,108.0,,,,,,,,1.0,,,,,,102.0,,,,,,5.0,,8972.163,,1908.3449999999998,,,,291.905,,15.4,1003.8679999999999,,,164.175,31.2,5210.24,,301.75,,,,45.28,,675.0,,12.0,,,,1.0,,1.0,2.0,,,5.0,1.0,645.0,,2.0,,,,6.0,0.0,0.0,0.0,0.0,2241.2949999999996,15.0,2.0,1003.8679999999999,49.0,52.0,244.0,400.0,62.01550387596899
1034,Burlington,2023,,1454.845,,179.335,,,,,13.53,,,,,37.96,,822.3,,,,,,401.71999999999997,,113.0,,1.0,,,,,1.0,,,,,3.0,,74.0,,,,,,34.0,,10427.008,,2087.68,,,,291.905,13.53,15.4,1003.8679999999999,,,202.13500000000002,31.2,6032.54,,301.75,,,,447.0,,788.0,,13.0,,,,1.0,1.0,1.0,2.0,,,8.0,1.0,719.0,,2.0,,,,40.0,179.335,0.0,1.0,0.0,2420.6299999999997,16.0,2.0,1003.8679999999999,33.0,24.0,277.0,424.0,58.97079276773296
1035,Burlington,2024,,1430.035,,,,,,,,1038.94,,67.86,,,,83.355,,,,,,239.88,,36.0,,,,,,,,2.0,,1.0,,,,8.0,,,,,,25.0,,11857.043,,2087.68,,,,291.905,13.53,1054.3400000000001,1003.8679999999999,67.86,,202.13500000000002,31.2,6115.895,,301.75,,,,686.8799999999999,,824.0,,13.0,,,,1.0,1.0,3.0,2.0,1.0,,8.0,1.0,727.0,,2.0,,,,65.0,0.0,67.86,0.0,1.0,2420.6299999999997,16.0,3.0,1071.7279999999998,1.0,2.0,278.0,426.0,58.59697386519945
1036,Burlington,2025,,308.87,,,,,,,,302.64,,,,,,6.23,,,,,,,,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,12165.912999999999,,2087.68,,,,291.905,13.53,1356.98,1003.8679999999999,67.86,,202.13500000000002,31.2,6122.125,,301.75,,,,686.8799999999999,,826.0,,13.0,,,,1.0,1.0,4.0,2.0,1.0,,8.0,1.0,728.0,,2.0,,,,65.0,0.0,0.0,0.0,0.0,2420.6299999999997,16.0,3.0,1071.7279999999998,,1.0,278.0,427.0,58.65384615384615
1037,Burlington,2026,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,12165.912999999999,,2087.68,,,,291.905,13.53,1356.98,1003.8679999999999,67.86,,202.13500000000002,31.2,6122.125,,301.75,,,,686.8799999999999,,826.0,,13.0,,,,1.0,1.0,4.0,2.0,1.0,,8.0,1.0,728.0,,2.0,,,,65.0,0.0,0.0,0.0,0.0,2420.6299999999997,16.0,3.0,1071.7279999999998,,,,,
